url,jurisdiction,case_id,title,decision_year,nace_code,nace_label,companies,legal_basis,companies_normalized,docx_path
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-lassociation-des-biologistes-de-la-marne-concernant-des-pratiques,French,01-D-54,relative à une demande de l'association des biologistes de la Marne concernant des pratiques mises en œuvre sur le marché des prestations d'analyses de biologie médicale par l'union départementale des mutuelles de la Marne et la société laboratoires d'analyses biologiques Gillard,2001,Q,Human Health and Social Work Activities,"['Union départementale des mutuelles de la Marne', 'laboratoire d\'analyses biologiques Gillard']",,"[""union departementale des mutuelles de la marne"", ""laboratoire d'analyses biologiques gillard""]",relative-une-demande-de-lassociation-des-biologistes-de-la-marne-concernant-des-pratiques.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-et-demande-de-mesures-conservatoires-de-la-societe-advanced-mass,French,01-D-57,relative à une saisine et demande de mesures conservatoires de la société Advanced Mass Memories (AMM) à l'encontre des société Iomega Corporation et Iomega International,2001,C,Manufacturing,['Iomega Corporation et sa filiale Iomega International SA'],Art. 102 TFEU,"[""iomega corporation et sa filiale iomega""]",relative-une-saisine-et-demande-de-mesures-conservatoires-de-la-societe-advanced-mass.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-sur-le-marche-du-remboursement-complementaire,French,01-D-55,relative à des pratiques mises en oeuvre sur le marché du remboursement complémentaire à l'assurance maladie,2001,K,Financial and Insurance Activities,"['Fédération nationale de la Mutualité française', 'Mutuelle nationale des hospitaliers et des personnels de santé', 'la Mutualité Française-Gard']",Art. 101 TFEU,"[""federation nationale de la mutualite francaise"", ""mutuelle nationale des hospitaliers et des personnels de sante"", ""la mutualite francaise-gard""]",relative-des-pratiques-mises-en-oeuvre-sur-le-marche-du-remboursement-complementaire.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-le-groupe-benetton-sur-le-marche-de-la,French,01-D-58,relative à des pratiques mises en œuvre par le groupe Benetton sur le marché de la distribution du vêtement du prêt-à-porter et de la maille,2001,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,['Benetton'],Art. 101 TFEU,"[""benetton""]",relative-des-pratiques-mises-en-oeuvre-par-le-groupe-benetton-sur-le-marche-de-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-et-demande-de-mesures-conservatoires-presentees-par-la-societe-4,French,01-MC-04,relative à une saisine et demande de mesures conservatoires présentées par la société Pharmadex TMC,2001,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Pfizer', 'Lilly France']",Art. 101 TFEU,"[""pfizer"", ""lilly""]",relative-une-saisine-et-demande-de-mesures-conservatoires-presentees-par-la-societe-4.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-lors-de-marches-de-travaux-routiers-dans-le-departement-du,French,01-D-59,relative à des pratiques relevées lors de marchés de travaux routiers dans le département du Gard,2001,F,Construction,"['Crégut Languedoc', 'Viafrance', 'Lautier Moussac', 'Colas Midi Méditerranée', 'Giraud Frères', 'APPIA', 'entreprises Jean Lefèvre', 'Eurovia GPI', 'Volpilière', 'SACER Sud-Est', 'SCR Midi', 'Allier et Cie']",Art. 101 TFEU,"[""cregut languedoc"", ""viafrance"", ""lautier moussac"", ""colas midi mediterranee"", ""giraud freres"", ""appia"", ""entreprises jean lefevre"", ""eurovia gpi"", ""volpiliere"", ""sacer sud-est"", ""scr midi"", ""allier et cie""]",relative-des-pratiques-relevees-lors-de-marches-de-travaux-routiers-dans-le-departement-du.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-loccasion-dun-marche-de-renouvellement-de-la-couche-de,French,01-D-61,relative à des pratiques relevées à l'occasion d'un marché de renouvellement de la couche de roulement en béton bitumeux ultramince sur les routes du département des Vosges,2001,F,Construction,"['SCR Epinal', 'Eurovia Grands-Projets et Indutries (anicennement dénommée Viafrance)', 'SCREG Est']",Art. 101 TFEU,"[""scr epinal"", ""eurovia grands-projets et indutries (anicennement denommee viafrance)"", ""screg est""]",relative-des-pratiques-relevees-loccasion-dun-marche-de-renouvellement-de-la-couche-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-dans-le-secteur-de-la-distribution-des-appareils,French,01-D-62,relative à la situation de la concurrence dans le secteur de la distribution des appareils médicaux,2001,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,['Union syndicale des distributeurs de fauteuils roulants et appareils médicaux (USDIFAMED)'],Art. 101 TFEU,"[""union syndicale des distributeurs de fauteuils roulants et appareils medicaux (usdifamed)""]",relative-la-situation-de-la-concurrence-dans-le-secteur-de-la-distribution-des-appareils.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-dans-le-secteur-du-demenagement-des-personnels,French,01-D-63,relative à la situation de la concurrence dans le secteur du déménagement des personnels militaires de l'armée de terre affectés dans le département de la Guyane,2001,H,Transportation and Storage,"['Ho-You-Fat', 'Sogudem', 'Geodis Overseas France', 'Déménagements Antilles-Guyane (DAG)', 'Amazonie Déménagements']",Art. 101 TFEU,"[""ho-you-fat"", ""sogudem"", ""geodis overseas"", ""demenagements antilles-guyane (dag)"", ""amazonie demenagements""]",relative-la-situation-de-la-concurrence-dans-le-secteur-du-demenagement-des-personnels.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-saisine-de-lassociation-nationale-de-defense-des-interets-des-marchands-de,French,01-D-65,relative à la saisine de l'Association nationale de défense des intérêts des marchands de presse (ANDIMAP),2001,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,['Nouvelles Messageries de la presse parisienne (NMPP)'],Art. 101 TFEU,"[""nouvelles messageries de la presse parisienne (nmpp)""]",relative-la-saisine-de-lassociation-nationale-de-defense-des-interets-des-marchands-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-au-marche-de-construction-des-dechetteries-du-syndicat-mixte-de-traitement-des,French,01-D-64,relative au marché de construction des déchetteries du Syndicat mixte de traitement des ordures ménagères de la région de Cognac,2001,D,"Electricity, Gas, Steam and Air Conditioning Supply","['Sreg Sud-Ouest', 'Etablissement Grammatico TP', 'Sogéa Atlantique']",Art. 101 TFEU,"[""sreg sud-ouest"", ""etablissement grammatico tp"", ""sogea atlantique""]",relative-au-marche-de-construction-des-dechetteries-du-syndicat-mixte-de-traitement-des.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-loccasion-de-la-passation-dun-marche-dexploitation-et-de,French,01-D-60,relative à des  pratiques relevées à l'occasion de la passation d'un marché d'exploitation et de maintenance d'installations de chauffage à Beuvrages (Nord),2001,D,"Electricity, Gas, Steam and Air Conditioning Supply","['SYNERGIE', 'Itelec', 'Elyo Nord-Est', 'Missenard Quint B']",Art. 101 TFEU,"[""synergie"", ""itelec"", ""elyo nord-est"", ""missenard quint b""]",relative-des-pratiques-relevees-loccasion-de-la-passation-dun-marche-dexploitation-et-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-la-societe-anonyme-neocom-multimedia-concernant-des-pratiques,French,01-D-68,relative à une demande de la société anonyme Néocom Multimédia concernant des pratiques mises en œuvre sur le marché des services télématiques,2001,J,Information and Communication,['France Télécom'],,"[""france telecom""]",relative-une-demande-de-la-societe-anonyme-neocom-multimedia-concernant-des-pratiques.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-anticoncurrentielles-relevees-dans-le-secteur-du-traitement-de,French,01-D-69,relative à des pratiques anticoncurrentielles relevées dans le secteur du traitement de l'amiante,2001,F,Construction,"['Heckett-Multiserv', 'TI-France']",Art. 101 TFEU,"[""heckett-multiserv"", ""ti-""]",relative-des-pratiques-anticoncurrentielles-relevees-dans-le-secteur-du-traitement-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-loccasion-de-la-passation-de-marches-publics-de-travaux,French,01-D-67,relative à des pratiques relevées à l'occasion de la passation de marchés publics de travaux routiers dans le département des Bouches-du-Rhône,2001,F,Construction,"['Société Jean-François', 'Colas Midi-Méditerranée']",Art. 101 TFEU,"[""societe jean-francois"", ""colas midi-mediterranee""]",relative-des-pratiques-relevees-loccasion-de-la-passation-de-marches-publics-de-travaux.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-dans-le-secteur-de-la-melasse-et-du-rhum-la-reunion,French,01-D-70,relative à des pratiques mises en œuvre dans le secteur de la mélasse et du rhum à la Réunion,2001,A,"Agriculture, Forestry and Fishing","['SA établissements Isautier', 'GIE Rhums Réunion', 'Sucrière de la Réunion', 'Quartier Français', 'groupe Bourbon']",,"[""sa etablissements isautier"", ""gie rhums reunion"", ""sucriere de la reunion"", ""quartier francais"", ""groupe bourbon""]",relative-des-pratiques-mises-en-oeuvre-dans-le-secteur-de-la-melasse-et-du-rhum-la-reunion.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-presentee-par-monsieur-x-lencontre-des-pratiques-de-la-societe-orange,French,01-D-72,"relative à une saisine présentée par Monsieur X... à l'encontre des pratiques de la société Orange (Itinéris), SFR, et Bouygues Télécom",2001,J,Information and Communication,"['Bouygues Télécom', 'SFR', 'Orange (Itinéris)']",Art. 101 TFEU,"[""bouygues telecom"", ""sfr"", ""orange (itineris)""]",relative-une-saisine-presentee-par-monsieur-x-lencontre-des-pratiques-de-la-societe-orange.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-lassociation-force-ouvriere-consommateurs-afoc,French,01-D-74,relative à une saisine de l'association Force Ouvrière Consommateurs (AFOC),2001,F,Construction,['Force Ouvrière Consommateurs (AFOC)'],Art. 101 TFEU,"[""force ouvriere consommateurs (afoc)""]",relative-une-saisine-de-lassociation-force-ouvriere-consommateurs-afoc.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-de-la-maison-de-justice-et-du-droit-du-quartier-saint-christophe,French,01-D-73,relative à  des pratiques de la maison de justice et du droit du quartier Saint-Christophe dans le Val d'Oise,2001,N,Administrative and Support Service Activities,['Ordre des avocats du barreau du Val d\'Oise'],Art. 101 TFEU,"[""ordre des avocats du barreau du val d'oise""]",relative-des-pratiques-de-la-maison-de-justice-et-du-droit-du-quartier-saint-christophe.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-au-respect-de-linjonction-prononcee-lencontre-de-la-societe-canal-plus-par-la,French,01-D-75,relative au respect de l'injonction prononcée à l'encontre de la société Canal Plus par la cour d'appel de Paris dans son arrêt du 15 juin 1999,2001,R,"Arts, Entertainment and Recreation",['Canal Plus'],Art. 102 TFEU,"[""canal plus""]",relative-au-respect-de-linjonction-prononcee-lencontre-de-la-societe-canal-plus-par-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-la-societe-hot-le-grand-magasin-concernant-les-pratiques-mises-en,French,01-D-76,relative à une demande de la société Hot Le Grand Magasin concernant les pratiques mises en œuvre dans le secteur de la télédiffusion par atellite,2001,N,Administrative and Support Service Activities,['Canal  Plus'],,"[""canal plus""]",relative-une-demande-de-la-societe-hot-le-grand-magasin-concernant-les-pratiques-mises-en.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-au-secteur-du-transport-scolaire-dans-le-departement-de-lindre,French,01-D-77,relative au secteur du transport scolaire dans le département de l'Indre,2001,H,Transportation and Storage,"['Transports départementaux de l\'Indre  (TDI)', 'Voyages Joubert', 'Bernard Boutet', 'Centre cars Neuvy', 'Cars de la Vallée Noire', 'Centre Cars Velle', 'Transports Dejoie']",Art. 101 TFEU,"[""transports departementaux de l'indre (tdi)"", ""voyages joubert"", ""bernard boutet"", ""centre cars neuvy"", ""cars de la vallee noire"", ""centre cars velle"", ""transports dejoie""]",relative-au-secteur-du-transport-scolaire-dans-le-departement-de-lindre.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-au-comportement-de-linstitut-national-de-la-consommation-inc,French,00-D-54,relative au comportement de l’Institut national de la consommation (INC),2001,J,Information and Communication,['Institut national de la consommation (INC)'],Art. 102 TFEU,"[""institut national de la consommation (inc)""]",relative-au-comportement-de-linstitut-national-de-la-consommation-inc.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-de-linsee-concernant-les-conditions-de-commercialisation-des,French,01-D-78,relative à des pratiques de l'INSEE concernant les conditions de commercialisation des informations issues du répertoire SIRENE,2001,J,Information and Communication,['INSEE'],Art. 102 TFEU,"[""insee""]",relative-des-pratiques-de-linsee-concernant-les-conditions-de-commercialisation-des.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-sur-le-marche-des-locaux-et-espaces-necessaires,French,98-MC-13,relative à la situation de la concurrence sur le marché des locaux et espaces nécessaires aux activités des sociétés de location de véhicules sans chauffeur mis à leur disposition par Aéroports de Paris sur les aéroports d'Orly et de Roissy-Charles-de-Gaulle,1998,H,Transportation and Storage,"['EDA', 'Aéroports de Paris', 'ADA', 'Citer', 'Sixt Eurorent', 'Thrifty', 'Avis', 'Hertz', 'Budget']",,"[""eda"", ""aeroports de paris"", ""ada"", ""citer"", ""sixt eurorent"", ""thrifty"", ""avis"", ""hertz"", ""budget""]",relative-la-situation-de-la-concurrence-sur-le-marche-des-locaux-et-espaces-necessaires.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-societe-jean-chapelle-0,French,98-D-63,relative à une saisine de la société Jean Chapelle,1998,C,Manufacturing,"['Jean Chapelle', 'Sony France']",,"[""jean chapelle"", ""sony""]",relative-une-saisine-de-la-societe-jean-chapelle-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-m-jean-chapelle-et-de-la-societe-semavem,French,98-D-50,relative à une saisine de M. Jean Chapelle et de la société SEMAVEM,1998,C,Manufacturing,"['M. Jean Chapelle', 'SEMAVEM', 'Philips', 'Sony France', 'Radiola', 'Schneider', 'Thomson Consumer Electronics']",,"[""m. jean chapelle"", ""semavem"", ""philips"", ""sony"", ""radiola"", ""schneider"", ""thomson consumer electronics""]",relative-une-saisine-de-m-jean-chapelle-et-de-la-societe-semavem.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-loccasion-de-la-passation-de-marches-publicse,French,98-D-33,relative à des pratiques mises en oeuvre à l'occasion de la passation de marchés publicse voirie et réseaux divers dans le département de l'Hérault,1998,F,Construction,"['TP Sonerm', 'Entreprise Allier et compagnie', 'Bec frères', 'Berthouly travaux publics', 'Colas Midi-Méditerranée', 'Compagnie internationale de services et d\'environnement (CISE)', 'Entreprise A. Crégut et fils', 'Crégut Languedoc', 'Entreprise Jean Lefèbvre', 'Entreprise Joulié et fils', 'Screg sud-est', 'Languedocienne de travaux publics et de génie civil (SOLATRAG)', 'Société de pavage et des asphaltes de Paris (SPAPA)', 'Via France', 'Société anonyme pour la construction et l\'entretien des routes (SACER)', 'Société d\'aménagement urbain et rural (SAUR)', 'Sogéa sud-ouest']",Art. 101 TFEU,"[""tp sonerm"", ""entreprise allier et compagnie"", ""bec freres"", ""berthouly travaux publics"", ""colas midi-mediterranee"", ""compagnie internationale de services et d'environnement (cise)"", ""entreprise a. cregut et fils"", ""cregut languedoc"", ""entreprise jean lefebvre"", ""entreprise joulie et fils"", ""screg sud-est"", ""languedocienne de travaux publics et de genie civil (solatrag)"", ""societe de pavage et des asphaltes de paris (spapa)"", ""via"", ""societe anonyme pour la construction et l'entretien des routes (sacer)"", ""societe d'amenagement urbain et rural (saur)"", ""sogea sud-ouest""]",relative-des-pratiques-mises-en-oeuvre-loccasion-de-la-passation-de-marches-publicse.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-secteur-de-la-distribution-des-lentilles-de,French,98-D-19,relative à des pratiques relevées dans le secteur de la distribution des lentilles de contact,1998,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Centr\'Optic', 'Optique Conrad', 'Optique du Neuhof', 'Optique Boecklin', 'Allergan', 'Allergan Hydron', 'L.P.O. Laboratoires d\'ophtalmologie', 'Optique de la Licorne']",,"[""centr'optic"", ""optique conrad"", ""optique du neuhof"", ""optique boecklin"", ""allergan"", ""allergan hydron"", ""l.p.o. laboratoires d'ophtalmologie"", ""optique de la licorne""]",relative-des-pratiques-relevees-dans-le-secteur-de-la-distribution-des-lentilles-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-dans-le-secteur-de-ladministration-de-biens,French,98-D-03,relative à la situation de la concurrence dans le secteur de l'administration de biens,1998,L,Real Estate Activities,['Confédération nationale des administrateurs de biens de la région lyonnaise'],,"[""confederation nationale des administrateurs de biens de la region lyonnaise""]",relative-la-situation-de-la-concurrence-dans-le-secteur-de-ladministration-de-biens.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-le-syndicat-intercommunal-vocation-unique-des,French,97-D-84,relative à des pratiques mises en oeuvre par le syndicat intercommunal à vocation unique des Pompes Funèbres des Communes Associées de la région brestoise dans le secteur des pompes funèbres,1997,S,Other Service Activities,"['Pompes Funèbres Générales Ouest', 'Groupement Services Atlantique', 'syndicat intercommunal à vocation unique des Pompes Funèbres des Communes Associées de la région brestoise']",Art. 101 TFEU,"[""pompes funebres generales ouest"", ""groupement services atlantique"", ""syndicat intercommunal a vocation unique des pompes funebres des communes associees de la region brestoise""]",relative-des-pratiques-mises-en-oeuvre-par-le-syndicat-intercommunal-vocation-unique-des.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-secteur-de-la-vente-de-vehicules-automobiles-dans,French,97-D-62,relative à des pratiques relevées dans le secteur de la vente de véhicules automobiles dans le département de la Marne,1997,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['S.A. Mi.Le. Service', 'Reims-Champagne-Auto', 'Comareg', 'Murigny-Automobiles', 'Publi-Reims', 'Toufflin', 'Reims-Automobiles', 'Delhorbe-Automobile SA', 'Hall de l\'Auto', 'Champagne-Tourisme-Automobiles', 'Sport-Auto', 'Héraut SA', 'Morvan', 'JPM', 'Auto-Club Dépannage VL', 'Toufflin SA']",Art. 101 TFEU,"[""s.a. mi.le. service"", ""reims-champagne-auto"", ""comareg"", ""murigny-automobiles"", ""publi-reims"", ""toufflin"", ""reims-automobiles"", ""delhorbe-automobile"", ""hall de l'auto"", ""champagne-tourisme-automobiles"", ""sport-auto"", ""heraut"", ""morvan"", ""jpm"", ""auto-club depannage vl"", ""toufflin""]",relative-des-pratiques-relevees-dans-le-secteur-de-la-vente-de-vehicules-automobiles-dans.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-sur-le-marche-de-loptique-medicale-par-les,French,97-D-49,relative à des pratiques mises en oeuvre sur le marché de l'optique médicale par les entreprises du réseau KRYS (Guilde des Lunetiers de France),1997,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,['Guilde des Lunetiers de France'],Art. 101 TFEU,"[""guilde des lunetiers de""]",relative-des-pratiques-mises-en-oeuvre-sur-le-marche-de-loptique-medicale-par-les.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-sur-le-marche-des-gobelets-predoses-pour,French,97-D-35,relative à la situation de la concurrence sur le marché des gobelets prédosés pour distributeurs automatiques de boissons,1997,C,Manufacturing,[],,[],relative-la-situation-de-la-concurrence-sur-le-marche-des-gobelets-predoses-pour.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-aux-pratiques-de-la-societe-chalon-megard-sur-le-marche-de-linstallation-de,French,97-D-16,relative aux pratiques de la société Châlon-Mégard sur le marché de l'installation de fromageries fabriquant du fromage de reblochon,1997,C,Manufacturing,"['Châlon-Mégard', 'Damiani-Grisollet']",Art. 101 TFEU,"[""chalon-megard"", ""damiani-grisollet""]",relative-aux-pratiques-de-la-societe-chalon-megard-sur-le-marche-de-linstallation-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-lors-dun-marche-de-travaux-routiers-lance-par-le,French,96-D-64,relative à des pratiques mises en oeuvre lors d’un marché de travaux routiers lancé par le Syndicat intercommunal à vocation multiple de la vallée du Calavon,1996,F,Construction,"['Amourdedieu et fils', 'Gerland', 'Gerland Routes', 'Société de goudronnage et de terrassements du Lubéron', 'SCR', 'SCR Midi', 'Sogea Sud-Est', 'Pietri', 'Société Chimique de la Route', 'Société S.G.T.L.', 'Rey et Cie', 'Société Routière du Midi']",Art. 101 TFEU,"[""amourdedieu et fils"", ""gerland"", ""gerland routes"", ""societe de goudronnage et de terrassements du luberon"", ""scr"", ""scr midi"", ""sogea sud-est"", ""pietri"", ""societe chimique de la route"", ""societe s.g.t.l."", ""rey et cie"", ""societe routiere du midi""]",relative-des-pratiques-mises-en-oeuvre-lors-dun-marche-de-travaux-routiers-lance-par-le.docx
https://www.autoritedelaconcurrence.fr/fr/decision/concernant-lexecution-de-la-decision-ndeg-94-mc-10-du-14-septembre-1994-relative-une-0,French,96-D-56,concernant l’exécution de la décision n° 94-MC-10 du 14 septembre 1994 relative à une demande de mesures conservatoires présentée par le ministre de l’économie dans le secteur du béton prêt à l’emploi,1996,F,Construction,"['Société Nouvelle des Bétons Techniques', 'Béton Chantiers du Var', 'Béton de France', 'Super Béton', 'Société Méditerranéenne de Béton']",Art. 101 TFEU,"[""societe nouvelle des betons techniques"", ""beton chantiers du var"", ""beton de"", ""super beton"", ""societe mediterraneenne de beton""]",concernant-lexecution-de-la-decision-ndeg-94-mc-10-du-14-septembre-1994-relative-une-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-c-k-publishing,French,96-D-31,relative à une demande de mesures conservatoires présentée par la société C & K Publishing,1996,J,Information and Communication,"['C & K Publishing', 'éditions Atlas', 'Intuit', 'Microsoft']",Art. 102 TFEU,"[""c & k publishing"", ""editions atlas"", ""intuit"", ""microsoft""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-c-k-publishing.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-secteur-de-la-publicite-0,French,96-D-44,relative à des pratiques relevées dans le secteur de la publicité,1996,J,Information and Communication,"['Carat', 'Concerto Média', 'Euro RSCG', 'Initiative Média', 'Médiapolis', 'Optimédia', 'Information et publicité Groupe', 'Groupe Express', 'Publicat', 'Publiprint']",,"[""carat"", ""concerto media"", ""euro rscg"", ""initiative media"", ""mediapolis"", ""optimedia"", ""information et publicite"", ""groupe express"", ""publicat"", ""publiprint""]",relative-des-pratiques-relevees-dans-le-secteur-de-la-publicite-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-societe-parouest,French,96-D-29,relative à une saisine de la société Parouest,1996,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Parouest', 'Besnier']",,"[""parouest"", ""besnier""]",relative-une-saisine-de-la-societe-parouest.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-presentee-par-la-societe-conquerant-2000,French,96-D-28,relative à une saisine présentée par la société Conquérant 2000,1996,I,Accommodation and Food Service Activities,"['Conquérant 2000', 'Néo Business']",,"[""conquerant 2000"", ""neo business""]",relative-une-saisine-presentee-par-la-societe-conquerant-2000.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-loccasion-dun-appel-doffres-lance-par-la-societe,French,96-D-13,relative à des pratiques mises en oeuvre à l’occasion d’un appel d’offres lancé par la société des autoroutes du Nord et de l’Est de la France en vue de l’acquisition de véhicules industriels et utilitaires,1996,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['société des autoroutes du Nord et de l\'Est de la France', 'société creilloise de camions', 'société de véhicules industriels et de manutention']",,"[""societe des autoroutes du nord et de l'est de la"", ""societe creilloise de camions"", ""societe de vehicules industriels et de manutention""]",relative-des-pratiques-mises-en-oeuvre-loccasion-dun-appel-doffres-lance-par-la-societe.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-aux-pratiques-mises-en-oeuvre-par-la-societe-lilly-france-dans-le-secteur-des,French,96-D-12,relative aux pratiques mises en oeuvre par la société Lilly France dans le secteur des spécialités pharmaceutiques destinées aux hôpitaux,1996,C,Manufacturing,['Lilly France'],,"[""lilly""]",relative-aux-pratiques-mises-en-oeuvre-par-la-societe-lilly-france-dans-le-secteur-des.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-davis-presentee-par-la-federation-du-negoce-agricole-concernant-la,French,96-D-11,relative à une demande d’avis présentée par la Fédération du négoce agricole concernant la situation de la concurrence entre les PME du secteur du négoce agricole et les coopératives agricoles d’approvisionnement et de collecte,1996,A,"Agriculture, Forestry and Fishing",['Fédération du négoce agricole'],,"[""federation du negoce agricole""]",relative-une-demande-davis-presentee-par-la-federation-du-negoce-agricole-concernant-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-le-syndicat-des-architectes-liberaux-du,French,96-D-15,relative à des pratiques mises en oeuvre par le Syndicat des architectes libéraux du département de la Haute-Loire et le Conseil régional de l’Ordre des architectes d’Auvergne,1996,M,"Professional, Scientific and Technical Activities","['Syndicat des architectes libéraux du département de la Haute-Loire', 'Conseil régional de l\'Ordre des architectes d\'Auvergne']",Art. 101 TFEU,"[""syndicat des architectes liberaux du departement de la haute-loire"", ""conseil regional de l'ordre des architectes d'auvergne""]",relative-des-pratiques-mises-en-oeuvre-par-le-syndicat-des-architectes-liberaux-du.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-constatees-lors-des-marches-de-fourniture-de-fioul-domestique-la,French,96-D-14,relative à des pratiques constatées lors des marchés de fourniture de fioul domestique à la ville de Lavelanet,1996,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['André Bigou & Fils', 'Fouet & Joffres', 'Salles & Monge']",Art. 101 TFEU,"[""andre bigou & fils"", ""fouet & joffres"", ""salles & monge""]",relative-des-pratiques-constatees-lors-des-marches-de-fourniture-de-fioul-domestique-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-reseau-de-distribution-de-materiel-de-jardin-de-la,French,96-D-17,relative à des pratiques relevées dans le réseau de distribution de matériel de jardin de la Sarl Société commerciale des Outils Wolf,1996,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,['Sarl Société commerciale des Outils Wolf'],Art. 101 TFEU,"[""sarl societe commerciale des outils wolf""]",relative-des-pratiques-relevees-dans-le-reseau-de-distribution-de-materiel-de-jardin-de-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-reseau-de-franchise-des-centres-de-mise-en-forme,French,96-D-16,relative à des pratiques relevées dans le réseau de franchise des centres de mise en forme Gymnasium,1996,R,"Arts, Entertainment and Recreation","['Gymnasium', 'Financière de Luxeuil', 'EURL Evasion et Loisirs', 'Evasion loisirs S.A', 'Gymnasium franchise S.A.', 'SCG', 'Temax publicité', 'Temax distribution', 'Gymnasium magazine']",,"[""gymnasium"", ""financiere de luxeuil"", ""eurl evasion et loisirs"", ""evasion loisirs s.a"", ""gymnasium franchise"", ""scg"", ""temax publicite"", ""temax distribution"", ""gymnasium magazine""]",relative-des-pratiques-relevees-dans-le-reseau-de-franchise-des-centres-de-mise-en-forme.docx
